FruitID,Weight_g,Diameter_mm,Length_mm,DryMatter_pct,Brix,Firmness_kgf,SkinDefects_pct,ShapeIndex,Grade
1113,108.1,59.9,72.1,17.3,7.4,6.2,1.1,0.83,A
1114,102.4,54.5,70.7,15.3,6.6,6.3,1,0.77,B
1115,97.3,57.2,71.6,17.8,5.7,5,0.1,0.8,B
1116,100.5,53.9,73.7,17.8,5,5.1,1.9,0.73,B
1117,131.1,61.3,73.5,16.8,7,5.3,4.4,0.83,A
1118,94.1,54.7,71.7,14.7,8.5,3.6,0.1,0.76,B
1119,98,60.2,75.8,14.6,5.7,3.1,0.4,0.79,B
1120,110.8,56.6,75.4,14.3,6.6,6.8,3.8,0.75,B
1121,111.6,57.5,73.4,16.9,7.4,4.7,2.7,0.78,A
1122,112.8,58.6,72.2,13.7,5.5,7.4,3.8,0.81,C
1123,104.6,55,74.3,16.5,6.1,6.9,0.8,0.74,B
1124,77.9,58.8,73.1,13.9,5.8,7.1,4.9,0.8,C
1125,119.5,64.1,75.7,16.7,7.3,4.8,2,0.85,A
1126,77.8,54.9,75.1,15.5,7.6,3.9,2.8,0.73,C
1127,99.5,62.7,68.4,17.5,6.6,4.4,0.3,0.92,B
1128,83.7,64,68.2,17.2,5.8,5.1,0.7,0.94,B
1129,94,54.7,69.5,17.7,6.1,3.1,4.5,0.79,B
1130,99.9,52.2,75.4,17.7,6,5,0.8,0.69,B
1131,99.8,59.2,66.5,15.7,5.7,5.3,0.3,0.89,B
1132,101.3,55.8,73.4,13.8,6.4,4.2,2.7,0.76,C
1133,119.2,65.5,73.3,13.9,7,4.5,2.4,0.89,C
1134,101.8,58.1,76.1,12.4,6.9,5.3,2.8,0.76,C
1135,91.3,54.8,72.6,13.9,6.5,5.9,2.9,0.75,C
1136,109.5,53.4,67.3,15.6,6.5,4.6,2.1,0.79,B
1137,112.8,62.4,68.6,14.7,6.4,5.8,2,0.91,B
1138,76.6,55.7,67.9,15.2,5.5,5.6,7.7,0.82,C
1139,104,58.2,70.1,16.2,6.6,5.5,2.3,0.83,A
1140,105.5,61.8,71.4,15,6,4.8,2.9,0.87,B
1141,90.5,56.1,67.9,13.8,5.4,4.2,0.9,0.83,C
1142,115.6,57.8,77.1,15.4,6.8,7.2,6.1,0.75,B
1143,92.7,57.9,67.4,14.2,6,6.1,0.1,0.86,B
1144,96.9,60.7,76.7,15.1,6.7,6.5,2.4,0.79,B
1145,92.4,60.4,76.1,17.5,7.2,5.4,1.5,0.79,A
1146,95.2,57.1,75.1,15.1,5.7,5.3,2.8,0.76,B
1147,78.6,58.3,69.6,18.2,6.6,6,1.3,0.84,C
1148,73.4,56.5,73.2,17.6,5.1,3.7,3.8,0.77,C
1149,118.9,52.1,67.5,14.6,7.7,4.4,0.1,0.77,B
1150,82.3,59,75.2,13.8,5.4,4.7,1.6,0.79,C
1151,80.1,65.6,71.7,15.4,6.1,5,5.3,0.91,B
1152,62.7,54.5,70.6,17.2,7.6,4.6,0.9,0.77,Reject
1153,85.4,54.9,67.7,14.8,6.3,5.8,0.2,0.81,B
1154,75.2,54.5,63.3,16.9,5.5,5.6,2.1,0.86,C
1155,119.6,60.9,68.4,17.3,7.1,6.9,11.3,0.89,C
1156,110.1,59.8,75.9,14.3,7.1,8,0.2,0.79,B
1157,84.7,57.4,70.6,14.5,6,4.2,0.2,0.81,B
1158,128.8,54.3,71.4,16.6,6.1,5.6,2.7,0.76,B
1159,109.7,58.4,74.3,15.7,6.2,5.6,0.9,0.79,B
1160,90.1,51.7,78.3,14.5,6.3,5.5,1.6,0.66,B
1161,60,58.6,76.6,15,5,4.4,5.3,0.76,Reject
1162,129.4,61.5,68.6,15.4,6.4,4.6,0.7,0.9,B
1163,74.2,53,65.2,13.2,7.9,5.7,3.8,0.81,C
1164,70.3,51.9,80.3,16.6,5.8,4.6,2.1,0.65,C
1165,110.3,64.3,79.9,14.8,6,5.7,7.1,0.8,B
1166,131.6,55.6,72.7,11.3,5.6,5.3,10.8,0.76,C
1167,115.8,62.5,67.6,15.5,7,5.6,2,0.93,B
1168,103.5,57.4,75.4,14.4,7.5,4.5,2.6,0.76,B
1169,103.9,57.4,71.6,18,7.4,5.7,4.1,0.8,A
1170,107.8,59.8,71.6,14.6,5.5,4.6,1.2,0.83,B
1171,106.4,54.5,75.1,13.9,6.9,5.7,0.8,0.72,C
1172,99.2,58.5,73.2,16.3,7.6,6.8,10,0.8,C
1173,96.6,56.5,67.8,14.5,6.9,5.8,1.7,0.83,B
1174,94.1,52.7,70.9,14.3,6.9,5.8,0,0.74,B
1175,83.7,59.3,74.3,16.3,6.1,6.3,5.5,0.8,B
1176,90.8,56.9,73.8,13.9,6.7,4.1,2.7,0.77,C
1177,69.6,57.4,72.9,13.3,7.5,7.2,0.6,0.79,Reject
1178,93.5,53.2,75.3,18.1,6.8,4.4,0.1,0.71,B
1179,80.2,64.4,70.7,16.4,5.5,6.4,1,0.91,B
1180,78.4,61.5,72.6,15.1,6.1,6.2,7.9,0.85,C
1181,97.7,61.9,60.2,15.5,7.5,4.6,8.1,1.03,B
1182,115.9,56.8,70.4,16.3,6.8,6.5,1.1,0.81,A
1183,108.8,51.1,74.7,17,6.6,6,5.4,0.68,B
1184,71.4,65.8,70.6,14.4,6.1,7.4,1.7,0.93,C
1185,80.2,57.8,70.4,16,7.5,5.7,3.2,0.82,B
1186,109.1,55,68.4,14.7,7.8,5.4,1.2,0.8,B
1187,80.3,59.7,75.5,15.2,7.5,5,2.2,0.79,B
1188,91.6,62.7,73.9,15.7,7.7,3.8,1,0.85,B
1189,103.3,57.9,74.9,15.5,6.2,5.2,0.2,0.77,B
1190,80.5,63.1,66,16.6,6.1,5.2,0.5,0.96,B
1191,96.6,62.3,71.4,16.2,6.4,5.8,1,0.87,B
1192,75,53.7,71,13.2,6.5,4.1,11.2,0.76,C
1193,86,55.3,71,13.5,7.6,5.3,10.1,0.78,C
1194,99.8,61.8,69.8,14.9,7.4,6.1,5.3,0.89,B
1195,71.1,47.1,70.8,18.2,6.9,6.2,0.8,0.67,C
1196,101.6,57.4,75,14.2,5.4,3.6,1.7,0.77,B
1197,94.7,52.3,65.3,15.2,5.1,6.2,1.7,0.8,B
1198,103.3,56.1,78.2,14.7,6.7,5.3,1.5,0.72,B
1199,98.4,56.8,73.7,14.7,7.2,5.3,0.1,0.77,B
1200,115.5,56.6,71.9,15.8,6.4,3.1,2.3,0.79,B
1201,96.9,55.8,75.2,17.6,8,7,0.2,0.74,A
1202,88.6,53.6,66.9,16.2,5.6,5.7,4.9,0.8,B
1203,96.8,67.2,69.7,14.3,5.5,4,3.5,0.96,B
1204,103.1,65.5,71.6,19.6,6,5.9,1.3,0.91,B
1205,95.7,53.4,76.8,15.6,5.9,5.8,3.1,0.69,B
1206,95.6,64.3,71.8,14.6,6.9,6.7,0.8,0.9,B
1207,84.5,56.4,73.6,17.6,6.2,5.2,0.9,0.77,B
1208,85.1,58.5,69.9,14.8,5.3,5.5,1.1,0.84,B
1209,74,57.7,73.7,18,7.2,4.9,4.8,0.78,C
1210,121.2,55.4,77.9,14.2,5.1,6.1,0.7,0.71,B
1211,76.3,61.9,75.5,17.6,5.6,4.7,2.5,0.82,C
1212,84.6,58.5,71.7,15.8,5.2,4.6,0.7,0.82,B
1213,84.2,56.1,74.4,17.4,6.7,5.4,1,0.75,B
1214,108.4,52.8,74,18.4,6.6,4.3,0.8,0.71,B
1215,90.6,54.4,73.8,13.8,8,7.1,3.1,0.74,C
1216,113.7,51.4,75.9,17.4,7.2,7.4,2.2,0.68,B
1217,84.9,58,75.9,13.4,7.7,5,3.8,0.77,C
1218,99.2,53.2,71.6,13.9,6.7,4.1,0.7,0.74,C
1219,82.5,56.9,74.2,14.3,5.7,5.8,0,0.77,B
1220,127.2,63.5,70.7,16.3,6.6,5,3.4,0.9,A
1221,77.2,62.8,68.8,15.5,7,6.7,0.4,0.91,C
1222,99.6,57.9,71.1,15.2,7.1,4.7,0.8,0.81,B
1223,104.5,57.7,71.7,15.7,6.1,6,1.1,0.8,B
1224,101.2,65.5,66.2,16.4,6.9,5.6,4.1,0.99,A
1225,92.2,60.1,75,16.5,5.8,4.8,2.9,0.8,B
1226,93.1,56.7,62.3,17.1,5.7,5.7,0.6,0.91,B
1227,95.7,52.3,81.5,18.2,5.6,6.4,2.7,0.64,B
1228,92.8,59.6,77.3,15.5,6.5,5.6,3.7,0.77,B
1229,109.5,61.3,71.1,14.7,5.6,5.6,1.5,0.86,B
1230,128.2,55.5,72,16.4,6.2,4.6,0.8,0.77,B
1231,86.6,59.2,73.1,13.8,7.2,6.6,3.4,0.81,C
1232,74.5,56.5,69.9,14.5,5.7,6.5,2.8,0.81,C
1233,93.7,57.3,72.7,17,6.1,5.1,0.2,0.79,B
1234,133.7,48,71.5,15.3,6.6,5.4,3.3,0.67,B
1235,82.9,57.1,71.7,13.7,6.7,6.9,2,0.8,C
1236,119.6,61.9,72.6,13.3,6.1,4.4,4.2,0.85,C
1237,120.2,55.5,67.4,15.6,7.1,6.1,0.6,0.82,B
1238,86.7,58.2,72.1,17.2,7,4.9,0.9,0.81,B
1239,103.5,55,72.6,17.2,7.4,7.3,2.4,0.76,B
1240,119.4,59.4,72.5,15.7,6.4,5.6,2,0.82,B
1241,89.3,57.1,71.2,18.5,6.1,6.8,1.5,0.8,B
1242,91.9,54.2,76,15.3,6,4.7,4.1,0.71,B
1243,86.3,63.3,70.8,15.3,6.7,4.3,2.5,0.89,B
1244,79.8,61.7,72.8,11.6,6.2,5.3,3.7,0.85,C
1245,85.3,55.6,76.5,14.8,6,5.8,0.5,0.73,B
1246,76.6,60,71.7,16.8,6.1,5,3.9,0.84,C
1247,95.5,60.1,72.8,17.8,6,6.3,1.9,0.83,B
1248,83.5,60.6,71.7,14.3,6.7,5.3,0.1,0.85,B
1249,98.5,51.2,76.3,16.2,5.4,3.4,0.8,0.67,B
1250,71.7,62,71.1,17.1,6.7,6.1,0.1,0.87,C
1251,100,55.7,76.5,15.5,7,4.6,1.8,0.73,B
1252,107.5,56.6,71.6,12.1,6,5.1,1.2,0.79,C
1253,65.1,68.6,69,15.9,8,7.1,13.1,0.99,Reject
1254,100.6,59.2,74.4,16.6,6.5,7.3,6.1,0.8,B
1255,113.4,56.5,70.9,14.1,5.3,4.9,5.2,0.8,B
1256,76.9,49.2,74.2,15.1,6.3,6.1,2.1,0.66,C
1257,120.1,63.6,62.4,13.8,6.6,4.9,4.9,1.02,C
1258,101.3,52.6,72,11.6,6.9,5.2,0.9,0.73,C
1259,84.4,54,70.4,17,6.3,4.9,2.5,0.77,B
1260,94.2,56.7,68.3,15.5,5.7,3.8,1.5,0.83,B
1261,103.4,63.7,70.1,17.9,5.6,5.6,0.6,0.91,B
1262,96.1,61.1,70,16.8,6,5.8,0.2,0.87,B
1263,103.1,57.4,71.8,15,6.1,4.8,2.5,0.8,B
1264,81.2,59.2,67.2,15.4,5.6,6.6,0.3,0.88,B
1265,97.5,55.6,73.1,16.3,5.9,5.1,3.8,0.76,B
1266,73.8,58.6,76.8,17,7,4.9,7.6,0.76,C
1267,93.3,58.3,73,16,7.8,6,0.5,0.8,B
1268,81.4,61.9,74.8,17.2,7.1,4,1.9,0.83,B
1269,84,61.9,75.8,15.1,7.5,6.4,4,0.82,B
1270,113.5,60,76.3,14,7.3,5.1,1,0.79,B
1271,111.4,56.6,78.5,15.4,7.2,6.5,7.6,0.72,B
1272,104.1,61,70.3,15.8,6.2,6.8,6.6,0.87,B
1273,78.6,57.6,69.5,13.7,6.6,6.1,0.3,0.83,C
1274,90.3,53.7,74.7,13.5,6.2,4.7,0.1,0.72,C
1275,113.2,56.4,74.5,16.2,6.3,4.2,11.2,0.76,C
1276,97.1,58.3,74.7,14.9,6.6,4.1,9.4,0.78,B
1277,129.8,61.6,78.6,15.3,7.1,6.6,1.6,0.78,B
1278,100.9,57.3,72,15,6.8,5.4,0.2,0.79,B
1279,97.9,53.2,73.5,17.8,6.4,4.9,2.9,0.72,B
1280,90.4,58.2,68.6,17.4,6.5,5.4,1,0.85,A
1281,97,58.5,79.5,13.6,6.8,6.6,8.3,0.74,C
1282,92.7,58.7,70.8,14.7,7,6.3,4.7,0.83,B
1283,105.6,61.7,70.9,16.8,5.3,5.9,3.1,0.87,B
1284,109.4,62.1,70.8,16.4,5.6,6.1,1,0.88,B
1285,83.2,55.6,69.7,15.4,7.4,5.7,3.6,0.8,B
1286,75,55.5,69.4,13.8,6.5,5.8,1,0.8,C
1287,67.5,53.8,70.2,14.5,6.2,5.7,0.1,0.77,Reject
1288,102.6,60.8,67.2,14.7,6.3,5.5,2.1,0.9,B
1289,78.4,63.8,69.3,15.9,6.3,6.3,2,0.92,C
1290,62.7,56.7,78.8,18.1,6.9,5.9,4.3,0.72,Reject
1291,100.8,57,74.6,14.5,5.6,4.6,6,0.76,B
1292,132.4,63.9,75.2,14,6.5,6,1.3,0.85,C
1293,94.9,60,76.1,15.3,6.7,5.7,1.8,0.79,B
1294,107.6,59.7,78.4,17,6.8,6.1,1.9,0.76,A
1295,96.2,53.2,65.8,13.3,6.7,5.4,1.2,0.81,C
1296,93.5,60.7,67.7,17.7,6.9,6.3,4.1,0.9,A
1297,108.8,54.3,69.2,15.2,6,5.4,2.2,0.78,B
1298,90.6,53.5,70.4,14.4,5.7,6.2,7.4,0.76,B
1299,99,56.6,70.9,13.1,8.5,5,3.2,0.8,C
1300,99.8,55.7,70.4,16.6,6.3,5.1,0.7,0.79,B
1301,85,57.1,72.8,15.2,6.4,6.1,0.5,0.78,B
1302,109.9,52.2,72.1,15.8,7,5.2,1.4,0.72,B
1303,92.4,61.8,69.5,14.1,7.8,7.7,1.3,0.89,B
1304,83.7,62.5,64.4,15,6.1,6.1,1.6,0.97,B
1305,103,50.2,68.5,14.8,5.7,5.5,0.6,0.73,B
1306,81.5,61.9,70.1,15.3,5.5,6.3,11.5,0.88,C
1307,95.4,54.8,71.1,14.5,7.8,5,0.5,0.77,B
1308,94.9,61.4,68,13.2,5.7,6.4,3.2,0.9,C
1309,111.3,57.7,70.3,19.6,6.5,6.4,0,0.82,B
1310,102.1,58.1,68,13.5,5.7,6.8,1.6,0.85,C
1311,94.6,57.3,71.6,15.8,5.3,5.1,1.1,0.8,B
1312,107.3,62.8,68.2,12.8,6.3,4.3,1.4,0.92,C
1313,115.9,53,69,12.5,5.7,4.9,2.1,0.77,C
1314,103.4,60.4,67.4,15.6,5.9,5.2,2.8,0.9,B
1315,95.2,62.4,71.5,15.8,8.1,7.2,2.6,0.87,B
1316,75.3,60.9,69,17.4,6.8,7.7,3,0.88,C
1317,79,67.3,75.2,16.1,7.2,5.8,5.6,0.9,C
1318,90.4,55.9,73.4,15.3,7.2,5.5,6.5,0.76,B
1319,85.9,61.8,71.8,14.1,6.4,5.2,4,0.86,B
1320,92.2,57.6,69.2,17.7,6.1,6.3,0.2,0.83,B
1321,95.8,62.9,73.3,16.9,6.7,7.7,9.8,0.86,B
1322,102.9,58,74.4,13.6,6.6,7.3,8.8,0.78,C
1323,93.9,56.4,72.5,15.6,6,6.6,3.7,0.78,B
1324,102.3,63.2,77.6,15.7,6.6,6.6,2.2,0.81,B
1325,96,56,73.6,15,5.9,6.3,0.9,0.76,B
1326,65.4,52.3,75.2,16.7,6.4,5.5,4.2,0.7,Reject
1327,80.9,55.9,72.5,16.7,6.2,4.8,6.3,0.77,B
1328,92.8,60.5,74.4,15.2,5.5,5.5,3.3,0.81,B
1329,76.9,63.6,69.2,15.1,4.6,5.9,3,0.92,C
1330,104,58.4,70.4,17.7,5.7,4,0.6,0.83,B
1331,118,63.3,73.2,16.9,7.9,5.3,1.3,0.86,A
1332,113.3,52.6,73.2,15.6,6.3,4.7,3.9,0.72,B
1333,91.8,56.2,73.8,13.1,7.1,6.5,0.1,0.76,C
1334,117.4,56.8,75.9,16,4.8,5,3.1,0.75,B
1335,97.2,57.5,67,16.5,5.7,5.8,4.4,0.86,B
1336,89.9,58.3,68.6,11.4,5.4,4.8,1.2,0.85,C
1337,85.8,60.8,72.8,15.9,6.3,7.1,0.2,0.83,B
1338,90.5,56.2,69.5,14.9,8.4,3.8,5.1,0.81,B
1339,89.2,58.6,83.8,15.2,6.9,6,0.5,0.7,B
1340,97.6,57.8,73.8,14.1,7.9,4.2,1.4,0.78,B
1341,97.4,54.3,71.7,15.3,6.3,5,3.7,0.76,B
1342,95,57.5,70.2,17.6,7.6,5.7,5.1,0.82,B
1343,101.6,57.4,70.3,14.8,8.2,5.8,5.9,0.82,B
1344,112.9,57.3,72.1,16.9,6.4,5.7,2.3,0.8,B
1345,109.2,58.1,72.4,14.3,6.1,5.7,1.9,0.8,B
1346,72.7,58.3,70.4,16.6,5.4,4.9,5.7,0.83,C
1347,60,56.3,71,15.5,6.3,5.3,2.5,0.79,Reject
1348,109,63.1,76.7,16,6.6,5.5,2.6,0.82,A
1349,74.5,53.3,76.8,15.5,8.1,5.7,1.7,0.69,C
1350,91.6,55.1,72.9,16.5,5.5,5.4,1.4,0.76,B
1351,77.4,69.1,67.3,11.6,6.5,6.2,2,1.03,C
1352,68,53.8,73.9,13.4,5,5.6,1.4,0.73,Reject
1353,103.1,52.6,77.4,16.1,6.2,5.7,1.3,0.68,B
1354,106.4,60.9,76.8,12.4,6.7,5.1,15.2,0.79,C
1355,86.4,49.7,74.6,14.7,6.9,4.4,1.2,0.67,B
1356,60,57.1,77,15.4,7,5.7,0.9,0.74,Reject
1357,86.8,66.6,72.2,14.3,6.8,6.7,1.3,0.92,B
1358,100.9,51.8,74.2,14.5,7,5.9,2.7,0.7,B
1359,72.8,50.1,69.6,15.9,6.5,4.7,7.3,0.72,C
1360,97.8,52,73,17,5.7,6.3,4.7,0.71,B
1361,94.8,61.6,76.7,14.1,5,5.2,5.5,0.8,B
1362,103.7,62.5,69.9,14.6,6.1,6.2,5.9,0.89,B
1363,96.8,55.9,69,14.4,6.4,5.1,7.6,0.81,B
1364,80.4,60.7,72.3,11.9,7.5,5.9,0.8,0.84,C
1365,112.9,63.6,71.2,15.7,6.4,5,1.8,0.89,B
1366,92.6,65.1,74.3,16.9,6.3,5,1.5,0.88,B
1367,94.6,57,70.4,17,6.8,3.9,1.4,0.81,B
1368,81,48.8,78,14.2,6.3,6,3.2,0.63,B
1369,88.4,54.7,67.5,13.6,7.1,5.9,1.5,0.81,C
1370,81.7,56.3,76.4,15.5,8.1,5.9,2.9,0.74,B
1371,92.4,57,69.3,16.7,8.3,5.8,1.4,0.82,A
1372,120.7,57.2,65.7,15.7,6.6,4.7,1.1,0.87,B
1373,74.4,62.5,72.8,15.9,6.8,6.5,1.3,0.86,C
1374,70.8,63.1,71.1,17.2,7.8,6.5,4.9,0.89,C
1375,117.1,57.3,68.1,14.4,6.4,4.7,2.8,0.84,B
1376,91.9,62.4,66.1,15.2,7,6,10.9,0.94,C
1377,85,59.4,72,18,5.6,6.4,5.4,0.83,B
1378,110.6,58.3,75.4,15.2,6.3,5,2,0.77,B
1379,85.9,61.6,74,13.6,7.4,5.2,0.8,0.83,C
1380,122.4,58.3,72.2,14.5,5.9,6,3.4,0.81,B
1381,105.2,66.2,73.7,14.1,6.4,4,3.9,0.9,B
1382,87.7,52.2,71.9,16,5.2,4.4,1.9,0.73,B
1383,127.4,55.9,67,14.2,8.1,4.5,0.8,0.83,B
1384,85.9,57.5,67,15.9,7.5,3.7,2.4,0.86,B
1385,106.1,59.8,71.3,14.4,6.7,6.6,0.9,0.84,B
1386,99.5,63.1,71.4,12.3,6.9,3.5,8.4,0.88,C
1387,114.5,57.9,75,16,6.8,5.8,3,0.77,B
1388,118.4,52.3,74.7,15.7,7.6,6.3,1,0.7,B
1389,95.5,61.4,74.1,16.3,6.1,5.2,0.7,0.83,B
1390,83.7,61,71,14.5,7.1,4.8,3.8,0.86,B
1391,101.9,50.2,67.2,14.3,7.4,5.7,3.7,0.75,B
1392,84.8,58,73.4,16.1,7.5,5.5,2.7,0.79,B
1393,125.2,51.6,73.8,17.8,4.7,6.5,2.9,0.7,B
1394,97,55.3,63.6,15.5,6,2.9,2.8,0.87,B
1395,89.5,54.4,69.1,16.1,5.7,4.6,1.3,0.79,B
1396,97.8,61.2,69.6,15,6.6,6.1,8.3,0.88,B
1397,74.8,58.5,72.4,13.2,4.9,5.6,2,0.81,C
1398,80.4,52.9,69.2,17,4.9,6.3,0.1,0.76,B
1399,113,61.5,71.9,16.9,8.2,5.8,1.3,0.86,A
1400,85.1,52.3,71.3,16.6,7,5.4,0.4,0.73,B
1401,79.3,59.3,71.4,15.2,6.6,5.2,1.4,0.83,C
1402,103,54.7,69.5,16.4,6.8,7.8,2.8,0.79,B
1403,112.8,56.5,69.8,16.8,6.6,7,0.1,0.81,B
1404,105.8,60,68.2,17.9,7.3,6,6.1,0.88,B
1405,109.9,60.1,73.3,17,6,5.6,2.8,0.82,B
1406,83.6,63.3,74,15.6,6.6,6,1.1,0.86,B
1407,73.7,57.7,69.3,13.5,6.7,6.3,1.1,0.83,C
1408,117.5,59.2,77.3,15.7,5.7,5.9,1.9,0.77,B
1409,90.2,56.2,70.9,15.9,7.5,4.7,0.9,0.79,B
1410,91.2,58.7,77.4,16.6,6.1,7.3,0,0.76,B
1411,114.9,59.8,69.8,17.5,7.3,5.7,0.1,0.86,A
1412,103.3,57.6,64.9,15.4,6.6,7.5,1.3,0.89,B
1413,101.8,50.8,73.4,18.7,7.8,5.7,0.4,0.69,A
1414,127.5,59.3,72.9,12.9,5.7,5.3,0.1,0.81,C
1415,85.3,59.5,72.1,16.1,5.6,6.9,5.9,0.82,B
1416,108.9,55.3,69.8,14.3,5.8,5.8,1,0.79,B
1417,95.9,52.9,71.9,12.6,6.6,5.6,2.1,0.74,C
1418,99,63.9,70.2,15.2,7.7,4.3,0.6,0.91,B
1419,117.9,60,70.9,13.3,7.8,6.2,0.1,0.85,C
1420,102.6,57.1,74.9,15.3,4.7,5,4.1,0.76,B
1421,103.1,53.5,72.6,15.6,6.7,5.1,0.4,0.74,B
1422,111.1,54.7,74.1,17.2,4.5,5,0.1,0.74,B
1423,89.5,63.2,71.2,13.2,7.1,5.9,2.7,0.89,C
1424,82.4,58.6,70.8,16.9,7.4,4,0,0.83,B
1425,79.3,55.8,68,15.6,6.5,5.3,1.7,0.82,C
1426,65.5,60,70.7,17,6.6,6.5,1,0.85,Reject
1427,125.8,54.7,60.4,14.9,6.6,4.3,1.2,0.91,B
1428,78.5,64,69.9,13.5,5.9,5.7,0,0.92,C
1429,91.7,63.4,71.7,13.7,6.8,4.9,10,0.88,C
1430,90.8,56.1,74,13.6,6.3,5.1,2.2,0.76,C
1431,99.6,55.5,71.1,16.2,7.2,7.2,2.5,0.78,B
1432,107.2,47.5,73.2,17.7,6.4,3.8,3.3,0.65,B
1433,107.9,52.1,64.4,14.7,5.8,6.3,4.8,0.81,B
1434,86.3,52.6,71.8,16.4,5.3,5,2.8,0.73,B
1435,92.5,58.5,66.1,13.2,5,5,4.3,0.89,C
1436,99.2,56.7,67.8,15.8,7.6,4.4,1.8,0.84,B
1437,91.3,52.6,71.3,16.5,6.1,6.3,1.4,0.74,B
1438,119.1,56.9,76.5,13.3,6.8,5.3,5.2,0.74,C
1439,102.4,60,73.3,15.2,7.9,5.2,6,0.82,B
1440,106,60.1,72.1,16.6,6,5.6,0.4,0.83,B
1441,104.9,50.4,71.9,11.1,6,5.3,2.3,0.7,C
1442,112.6,57.5,69.5,17.5,6.4,3.5,3.5,0.83,B
1443,97.7,52.5,70.1,16,6.5,5,0.3,0.75,A
1444,75.5,61.6,73.5,16.6,8,6.4,8,0.84,C
1445,101,61.1,67.2,14.9,7.8,4,2.2,0.91,B
1446,85.2,54.4,74.1,12.9,7,4.4,3.1,0.73,C
1447,87.1,54.9,70.6,16.3,7.7,5.1,0.6,0.78,B
1448,103.8,56.2,74.9,15.4,6.4,4.8,0.9,0.75,B
1449,113.6,49,75.4,15.5,6.7,5.5,0.4,0.65,B
1450,95.3,59.3,66.1,17.1,6.3,4.4,0.9,0.9,B
1451,99.6,56.9,70,16.6,5.5,5.1,2,0.81,B
1452,120.5,61.9,69,18.4,7.5,5.5,5.4,0.9,B
1453,98.6,53.6,65.7,15.7,6.9,6.1,2.3,0.82,B
1454,134,55.5,68.4,14.5,6.5,6.7,0.8,0.81,B
1455,103.5,52,80.5,15.2,6.5,5.2,0.1,0.65,B
1456,68.6,54,74.1,16.1,5.3,7.4,2.9,0.73,Reject
1457,106.3,53.3,78.7,17,5.7,5.3,1.6,0.68,B
1458,100.7,62,74.9,13.3,6.8,6.3,12.5,0.83,C
1459,114.3,55.2,69.4,15.5,6.1,7.4,4.5,0.8,B
1460,105.1,58.5,70.7,17.9,6.3,5.6,5,0.83,B
1461,92.9,56.5,74.1,15.1,6.4,4.1,0,0.76,B
1462,76.6,52.9,73.5,16.9,6,5.6,4.5,0.72,C
1463,91.9,57.3,70,16.2,5.7,4.9,0.6,0.82,B
1464,82.2,60.4,66.7,16.9,5.2,5.2,2.6,0.91,B
1465,86.3,53.2,83.5,14.3,6.4,7.5,1.8,0.64,B
1466,103.8,61.2,71.5,14.3,7,4.3,2.5,0.86,B
1467,120,54.6,70.9,15.5,5.2,5.8,0.4,0.77,B
1468,100.9,56.1,72.4,13.2,6.5,4.6,1.8,0.77,C
1469,77.1,60.1,71.2,15.1,6.7,5.2,0.1,0.85,C
1470,101.7,55.3,72.4,15.9,5.7,6.2,0.1,0.76,B
1471,112.9,58.2,76.5,18.2,7.6,5.8,3.2,0.76,A
1472,85.9,56.7,71.6,16.1,6.2,5.3,9.1,0.79,B
1473,93,58.5,67.9,16.4,6.4,4.9,4.5,0.86,B
1474,95.2,48.5,71.4,17.2,6.4,5.8,1.9,0.68,B
1475,83.2,50.7,70.4,14.1,5.1,7.2,0.2,0.72,B
1476,104.7,60.5,77,15.3,7.3,4.6,0.1,0.79,B
1477,93.2,62.1,76.1,19.1,5.7,7.4,0.5,0.82,B
1478,101.3,54.4,72.4,15.4,6.3,6.7,11.2,0.75,C
1479,81.7,57,67.5,17.2,7,6.9,1.5,0.84,B
1480,88.4,59.2,67.7,16.9,7.7,5.8,5.6,0.87,B
1481,105.8,60.8,72.1,13.3,5.6,6.7,3.7,0.84,C
1482,89.4,49.9,73.2,16,6.1,4.5,2.8,0.68,B
1483,120.9,54.5,70.7,15.7,7.6,4.8,8.9,0.77,B
1484,89,56.7,70.3,16,6.9,6.3,0.8,0.81,B
1485,98.4,60.8,69.9,14.4,7,5.8,1.8,0.87,B
1486,109,68,71.9,13.8,5.7,5.4,6,0.95,C
1487,73.7,57.1,63.7,14.8,6.2,3,2.4,0.9,C
1488,68.6,52.4,68.1,15.4,6.4,5.1,0.8,0.77,Reject
1489,72.1,59.6,69.8,17.3,5.8,4.3,0.7,0.85,C
1490,113.9,63.3,76.2,18.2,5.2,6,4.2,0.83,B
1491,86.7,58.4,69.2,17.6,6.1,5.3,0,0.84,B
1492,133.4,54.4,72.6,16.8,7.6,4.9,7.4,0.75,B
1493,86.5,61.8,72.8,14,6.5,8,0.1,0.85,C
1494,97.8,60.7,76.5,14.9,7.6,6.5,3,0.79,B
1495,118.1,53.9,76.4,15.8,6.6,6.6,2.8,0.71,B
1496,125.1,59.5,71.8,14.6,5.9,7.7,2.6,0.83,B
1497,125.9,62,70.3,16.4,7.5,6.3,1.9,0.88,A
1498,113.1,62.7,69.7,16.6,6.7,4.7,5.7,0.9,B
1499,110.4,57.7,71.2,16.3,7.3,4.6,3.2,0.81,A
1500,103.9,56.6,70.5,17,5.6,6.5,4.6,0.8,B
1501,106.7,62.9,73.9,14.1,7.3,3.4,0.4,0.85,B
1502,86.7,53.2,73.5,16.9,7.4,5.4,0.2,0.72,B
